title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
Born To Be Wild - Single Version,['Steppenwolf'],spotify:track:3lN8PP6R2IxbLP05QpYXng,0.439,0.734,2,-12.168,1,0.097,0.262,0.333,0.244,0.54,145.703,audio_features,3lN8PP6R2IxbLP05QpYXng,https://api.spotify.com/v1/tracks/3lN8PP6R2IxbLP05QpYXng,https://api.spotify.com/v1/audio-analysis/3lN8PP6R2IxbLP05QpYXng,212893,4
Don't Stop 'Til You Get Enough,['Michael Jackson'],spotify:track:46eu3SBuFCXWsPT39Yg3tJ,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,audio_features,46eu3SBuFCXWsPT39Yg3tJ,https://api.spotify.com/v1/tracks/46eu3SBuFCXWsPT39Yg3tJ,https://api.spotify.com/v1/audio-analysis/46eu3SBuFCXWsPT39Yg3tJ,365467,4
Señorita,['Justin Timberlake'],spotify:track:6wqJa0OY2DuuHMKg4QSA1z,0.841,0.634,1,-5.397,1,0.0458,0.0713,0.0,0.0703,0.886,97.954,audio_features,6wqJa0OY2DuuHMKg4QSA1z,https://api.spotify.com/v1/tracks/6wqJa0OY2DuuHMKg4QSA1z,https://api.spotify.com/v1/audio-analysis/6wqJa0OY2DuuHMKg4QSA1z,294867,4
Polarize,['Twenty One Pilots'],spotify:track:6GmkJJMe9U1tEcrJ3Hq3A1,0.597,0.666,6,-6.365,0,0.0418,0.122,0.00302,0.1,0.626,164.992,audio_features,6GmkJJMe9U1tEcrJ3Hq3A1,https://api.spotify.com/v1/tracks/6GmkJJMe9U1tEcrJ3Hq3A1,https://api.spotify.com/v1/audio-analysis/6GmkJJMe9U1tEcrJ3Hq3A1,226787,4
Bad Liar,['Selena Gomez'],spotify:track:2fZQIJew3nkNe99s2PKzul,0.965,0.414,1,-6.408,1,0.0713,0.189,0.0,0.0767,0.728,121.032,audio_features,2fZQIJew3nkNe99s2PKzul,https://api.spotify.com/v1/tracks/2fZQIJew3nkNe99s2PKzul,https://api.spotify.com/v1/audio-analysis/2fZQIJew3nkNe99s2PKzul,214648,4
Power is Power (feat. The Weeknd & Travis Scott),"['SZA', 'The Weeknd', 'Travis Scott', 'Game of Thrones']",spotify:track:4cbdPT6uaBOgOQe3fLMofl,0.507,0.644,4,-7.485,1,0.0641,0.00413,0.0,0.217,0.172,179.913,audio_features,4cbdPT6uaBOgOQe3fLMofl,https://api.spotify.com/v1/tracks/4cbdPT6uaBOgOQe3fLMofl,https://api.spotify.com/v1/audio-analysis/4cbdPT6uaBOgOQe3fLMofl,211267,4
Don't Wanna Know (feat. Kendrick Lamar),"['Maroon 5', 'Kendrick Lamar']",spotify:track:5o3GnrcFtvkdf3zFznuSbA,0.783,0.61,7,-6.124,1,0.0696,0.343,0.0,0.0983,0.418,100.047,audio_features,5o3GnrcFtvkdf3zFznuSbA,https://api.spotify.com/v1/tracks/5o3GnrcFtvkdf3zFznuSbA,https://api.spotify.com/v1/audio-analysis/5o3GnrcFtvkdf3zFznuSbA,214265,4
Umbrella,"['Rihanna', 'JAY-Z']",spotify:track:5i66xrvSh1MjjyDd6zcwgj,0.581,0.827,1,-4.566,1,0.141,0.0101,0.0,0.0522,0.549,174.013,audio_features,5i66xrvSh1MjjyDd6zcwgj,https://api.spotify.com/v1/tracks/5i66xrvSh1MjjyDd6zcwgj,https://api.spotify.com/v1/audio-analysis/5i66xrvSh1MjjyDd6zcwgj,275987,4
River Deep - Mountain High,['Ike & Tina Turner'],spotify:track:19jo0UT2vqD4pNVfIqTy4R,0.621,0.972,8,-3.791,1,0.0724,0.472,0.000585,0.195,0.866,155.113,audio_features,19jo0UT2vqD4pNVfIqTy4R,https://api.spotify.com/v1/tracks/19jo0UT2vqD4pNVfIqTy4R,https://api.spotify.com/v1/audio-analysis/19jo0UT2vqD4pNVfIqTy4R,244160,4
Are You With Me - Radio Edit,['Lost Frequencies'],spotify:track:24iNer6lkG8seq7vm2zDVl,0.762,0.609,5,-8.1,0,0.0356,0.277,2.37e-05,0.12,0.388,121.022,audio_features,24iNer6lkG8seq7vm2zDVl,https://api.spotify.com/v1/tracks/24iNer6lkG8seq7vm2zDVl,https://api.spotify.com/v1/audio-analysis/24iNer6lkG8seq7vm2zDVl,138013,4
"Baby, I Love Your Way","['Big Mountain', 'Tom Lord-Alge']",spotify:track:1Rvl8qsKJurfFTyWLBI9ib,0.651,0.747,1,-7.269,0,0.0699,0.0528,0.0,0.207,0.776,147.518,audio_features,1Rvl8qsKJurfFTyWLBI9ib,https://api.spotify.com/v1/tracks/1Rvl8qsKJurfFTyWLBI9ib,https://api.spotify.com/v1/audio-analysis/1Rvl8qsKJurfFTyWLBI9ib,249520,4
Untouched,['The Veronicas'],spotify:track:0KlahhzNb98zyN83Vwae0l,0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,audio_features,0KlahhzNb98zyN83Vwae0l,https://api.spotify.com/v1/tracks/0KlahhzNb98zyN83Vwae0l,https://api.spotify.com/v1/audio-analysis/0KlahhzNb98zyN83Vwae0l,255360,4
Just the Way You Are,['Milky'],spotify:track:0VWrmakxww3ZMI7JixXHdB,0.673,0.968,3,-4.108,1,0.0375,0.000799,0.00297,0.304,0.978,129.999,audio_features,0VWrmakxww3ZMI7JixXHdB,https://api.spotify.com/v1/tracks/0VWrmakxww3ZMI7JixXHdB,https://api.spotify.com/v1/audio-analysis/0VWrmakxww3ZMI7JixXHdB,210155,4
Walking On A Dream,['Empire of the Sun'],spotify:track:5r5cp9IpziiIsR6b93vcnQ,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,audio_features,5r5cp9IpziiIsR6b93vcnQ,https://api.spotify.com/v1/tracks/5r5cp9IpziiIsR6b93vcnQ,https://api.spotify.com/v1/audio-analysis/5r5cp9IpziiIsR6b93vcnQ,198440,4
Diamonds,['Sam Smith'],spotify:track:5hvwx5i67IwnCkjl9VHkNv,0.653,0.667,10,-6.764,0,0.0423,0.154,0.0,0.107,0.556,104.181,audio_features,5hvwx5i67IwnCkjl9VHkNv,https://api.spotify.com/v1/tracks/5hvwx5i67IwnCkjl9VHkNv,https://api.spotify.com/v1/audio-analysis/5hvwx5i67IwnCkjl9VHkNv,213869,4
Breakfast At Tiffany's,['Deep Blue Something'],spotify:track:3GpdNg7Krt9vjc6tgDoKe1,0.624,0.826,2,-5.534,1,0.0287,0.113,0.0,0.0938,0.526,110.368,audio_features,3GpdNg7Krt9vjc6tgDoKe1,https://api.spotify.com/v1/tracks/3GpdNg7Krt9vjc6tgDoKe1,https://api.spotify.com/v1/audio-analysis/3GpdNg7Krt9vjc6tgDoKe1,257187,4
Bad Blood,['Taylor Swift'],spotify:track:0TvQLMecTE8utzoNmvXRbK,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,audio_features,0TvQLMecTE8utzoNmvXRbK,https://api.spotify.com/v1/tracks/0TvQLMecTE8utzoNmvXRbK,https://api.spotify.com/v1/audio-analysis/0TvQLMecTE8utzoNmvXRbK,211933,4
Dinosaurs,['Ruby Fields'],spotify:track:6PZB6knLs42luWiiE6pCD9,0.48,0.353,5,-8.779,1,0.0297,0.657,4.49e-05,0.107,0.176,153.923,audio_features,6PZB6knLs42luWiiE6pCD9,https://api.spotify.com/v1/tracks/6PZB6knLs42luWiiE6pCD9,https://api.spotify.com/v1/audio-analysis/6PZB6knLs42luWiiE6pCD9,232095,4
What Took You So Long?,['Emma Bunton'],spotify:track:6WJtzSaXumGZ7pIa0z7QIP,0.668,0.772,9,-5.4,0,0.0307,0.123,0.0,0.341,0.911,118.011,audio_features,6WJtzSaXumGZ7pIa0z7QIP,https://api.spotify.com/v1/tracks/6WJtzSaXumGZ7pIa0z7QIP,https://api.spotify.com/v1/audio-analysis/6WJtzSaXumGZ7pIa0z7QIP,241000,4
Post Malone (feat. RANI),"['Sam Feldt', 'RANI']",spotify:track:0qc4QlcCxVTGyShurEv1UU,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,audio_features,0qc4QlcCxVTGyShurEv1UU,https://api.spotify.com/v1/tracks/0qc4QlcCxVTGyShurEv1UU,https://api.spotify.com/v1/audio-analysis/0qc4QlcCxVTGyShurEv1UU,174444,4
(Baby I've Got You) On My Mind,['Powderfinger'],spotify:track:1Vb0sEHboCBthv6fUqLjME,0.366,0.969,3,-3.359,1,0.0932,0.000676,0.000127,0.106,0.665,146.542,audio_features,1Vb0sEHboCBthv6fUqLjME,https://api.spotify.com/v1/tracks/1Vb0sEHboCBthv6fUqLjME,https://api.spotify.com/v1/audio-analysis/1Vb0sEHboCBthv6fUqLjME,200440,4
Finally,['CeCe Peniston'],spotify:track:0uqvSVhGgQTIdj9G51vhvv,0.791,0.658,7,-11.128,1,0.0445,0.00653,0.0,0.0472,0.842,120.066,audio_features,0uqvSVhGgQTIdj9G51vhvv,https://api.spotify.com/v1/tracks/0uqvSVhGgQTIdj9G51vhvv,https://api.spotify.com/v1/audio-analysis/0uqvSVhGgQTIdj9G51vhvv,245000,4
Who Do You Love,"['The Chainsmokers', '5 Seconds of Summer']",spotify:track:2fVHrSxsQbJUuj9MW9zG1e,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927,audio_features,2fVHrSxsQbJUuj9MW9zG1e,https://api.spotify.com/v1/tracks/2fVHrSxsQbJUuj9MW9zG1e,https://api.spotify.com/v1/audio-analysis/2fVHrSxsQbJUuj9MW9zG1e,226733,4
Kings & Queens,['Ava Max'],spotify:track:7a53HqqArd4b9NF4XAmlbI,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,audio_features,7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/tracks/7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/audio-analysis/7a53HqqArd4b9NF4XAmlbI,162399,4
Birds,['Coldplay'],spotify:track:3HWDWyIqWuLsTHECx9DvXF,0.559,0.841,0,-5.584,1,0.0332,0.000315,0.437,0.0816,0.147,105.009,audio_features,3HWDWyIqWuLsTHECx9DvXF,https://api.spotify.com/v1/tracks/3HWDWyIqWuLsTHECx9DvXF,https://api.spotify.com/v1/audio-analysis/3HWDWyIqWuLsTHECx9DvXF,229093,4
I Ran (So Far Away),['A Flock Of Seagulls'],spotify:track:4bljn9iFY6875MYA0IQpRY,0.514,0.864,2,-5.121,1,0.0381,0.000302,0.875,0.292,0.63,145.487,audio_features,4bljn9iFY6875MYA0IQpRY,https://api.spotify.com/v1/tracks/4bljn9iFY6875MYA0IQpRY,https://api.spotify.com/v1/audio-analysis/4bljn9iFY6875MYA0IQpRY,219147,4
My Sacrifice,['Creed'],spotify:track:2VSbEXqs6NbNiZSTcHlIDR,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,audio_features,2VSbEXqs6NbNiZSTcHlIDR,https://api.spotify.com/v1/tracks/2VSbEXqs6NbNiZSTcHlIDR,https://api.spotify.com/v1/audio-analysis/2VSbEXqs6NbNiZSTcHlIDR,294600,4
Desperado,['Rihanna'],spotify:track:4mCf3vQf7z0Yseo0RxAi3V,0.685,0.61,0,-5.221,0,0.0439,0.323,0.0,0.102,0.323,94.384,audio_features,4mCf3vQf7z0Yseo0RxAi3V,https://api.spotify.com/v1/tracks/4mCf3vQf7z0Yseo0RxAi3V,https://api.spotify.com/v1/audio-analysis/4mCf3vQf7z0Yseo0RxAi3V,186467,3
The Sweet Escape,"['Gwen Stefani', 'Akon']",spotify:track:5BHtT1xpC44pGy1J7RKY4T,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,audio_features,5BHtT1xpC44pGy1J7RKY4T,https://api.spotify.com/v1/tracks/5BHtT1xpC44pGy1J7RKY4T,https://api.spotify.com/v1/audio-analysis/5BHtT1xpC44pGy1J7RKY4T,246467,4
Clumsy,['Fergie'],spotify:track:50xeLNGKmskmYUSINhqvfa,0.731,0.563,2,-4.046,1,0.131,0.191,0.000423,0.296,0.452,184.004,audio_features,50xeLNGKmskmYUSINhqvfa,https://api.spotify.com/v1/tracks/50xeLNGKmskmYUSINhqvfa,https://api.spotify.com/v1/audio-analysis/50xeLNGKmskmYUSINhqvfa,240427,4
Can't Get You out of My Head,['Kylie Minogue'],spotify:track:7MoKXLQeI0Bh2QodCjDO4K,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,audio_features,7MoKXLQeI0Bh2QodCjDO4K,https://api.spotify.com/v1/tracks/7MoKXLQeI0Bh2QodCjDO4K,https://api.spotify.com/v1/audio-analysis/7MoKXLQeI0Bh2QodCjDO4K,230640,4
Hung Up,['Madonna'],spotify:track:3850dYVgOFIXJh5U4BFEWH,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,audio_features,3850dYVgOFIXJh5U4BFEWH,https://api.spotify.com/v1/tracks/3850dYVgOFIXJh5U4BFEWH,https://api.spotify.com/v1/audio-analysis/3850dYVgOFIXJh5U4BFEWH,337733,4
Since U Been Gone,['Kelly Clarkson'],spotify:track:3xrn9i8zhNZsTtcoWgQEAd,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,audio_features,3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/tracks/3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/audio-analysis/3xrn9i8zhNZsTtcoWgQEAd,188960,4
Get the Party Started,['P!nk'],spotify:track:4bk78jvK8Fe9YHqruOJW0v,0.806,0.902,11,-3.387,0,0.0475,0.00127,0.0,0.212,0.961,128.943,audio_features,4bk78jvK8Fe9YHqruOJW0v,https://api.spotify.com/v1/tracks/4bk78jvK8Fe9YHqruOJW0v,https://api.spotify.com/v1/audio-analysis/4bk78jvK8Fe9YHqruOJW0v,191667,4
I Kissed A Girl,['Katy Perry'],spotify:track:005lwxGU1tms6HGELIcUv9,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,audio_features,005lwxGU1tms6HGELIcUv9,https://api.spotify.com/v1/tracks/005lwxGU1tms6HGELIcUv9,https://api.spotify.com/v1/audio-analysis/005lwxGU1tms6HGELIcUv9,179640,4
Candyman,['Christina Aguilera'],spotify:track:5lUTzPuiloBHm1qEaJcJfF,0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976,audio_features,5lUTzPuiloBHm1qEaJcJfF,https://api.spotify.com/v1/tracks/5lUTzPuiloBHm1qEaJcJfF,https://api.spotify.com/v1/audio-analysis/5lUTzPuiloBHm1qEaJcJfF,194213,4
Love Don't Cost a Thing,['Jennifer Lopez'],spotify:track:1fgvJXlcZ7uIddMpqsqw0L,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,audio_features,1fgvJXlcZ7uIddMpqsqw0L,https://api.spotify.com/v1/tracks/1fgvJXlcZ7uIddMpqsqw0L,https://api.spotify.com/v1/audio-analysis/1fgvJXlcZ7uIddMpqsqw0L,221227,4
Murder On The Dancefloor - Radio Edit,['Sophie Ellis-Bextor'],spotify:track:14PbhGTCaHCXDvZzfTWumU,0.737,0.858,1,-5.387,0,0.0346,0.00229,1.81e-05,0.162,0.908,117.313,audio_features,14PbhGTCaHCXDvZzfTWumU,https://api.spotify.com/v1/tracks/14PbhGTCaHCXDvZzfTWumU,https://api.spotify.com/v1/audio-analysis/14PbhGTCaHCXDvZzfTWumU,216453,4
Love You Like A Love Song,['Selena Gomez & The Scene'],spotify:track:0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,audio_features,0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/tracks/0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/audio-analysis/0laYHRpNTS6i8FXdupHkJ4,188453,4
A Thousand Miles,['Vanessa Carlton'],spotify:track:4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,audio_features,4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/tracks/4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/audio-analysis/4w1lzcaoZ1IC2K5TwjalRP,237493,4
Love Songs Ain't for Us (feat. Keith Urban),"['Amy Shark', 'Keith Urban']",spotify:track:5s6pQWa3WI2hqe8bYa8Ai9,0.396,0.351,4,-7.787,1,0.0655,0.591,0.0,0.158,0.245,182.457,audio_features,5s6pQWa3WI2hqe8bYa8Ai9,https://api.spotify.com/v1/tracks/5s6pQWa3WI2hqe8bYa8Ai9,https://api.spotify.com/v1/audio-analysis/5s6pQWa3WI2hqe8bYa8Ai9,220867,3
Malibu,['Hole'],spotify:track:5bVOX6eyHsML2sB4aMlZEi,0.528,0.904,2,-5.854,1,0.0343,0.000833,0.0,0.174,0.678,122.372,audio_features,5bVOX6eyHsML2sB4aMlZEi,https://api.spotify.com/v1/tracks/5bVOX6eyHsML2sB4aMlZEi,https://api.spotify.com/v1/audio-analysis/5bVOX6eyHsML2sB4aMlZEi,230040,4
Stand by Me,['Ben E. King'],spotify:track:3SdTKo2uVsxFblQjpScoHy,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,audio_features,3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/tracks/3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/audio-analysis/3SdTKo2uVsxFblQjpScoHy,180056,4
Secrets,"['Regard', 'RAYE']",spotify:track:6ZO86sNjXoyjJgBgeI3Rym,0.843,0.762,6,-5.374,0,0.0366,0.0357,0.000901,0.351,0.753,119.003,audio_features,6ZO86sNjXoyjJgBgeI3Rym,https://api.spotify.com/v1/tracks/6ZO86sNjXoyjJgBgeI3Rym,https://api.spotify.com/v1/audio-analysis/6ZO86sNjXoyjJgBgeI3Rym,177000,4
Keeping Score (feat. Paige IV),"['L D R U', 'Paige IV']",spotify:track:0g1BxXBhdbhImlgjJoIGal,0.629,0.618,5,-5.51,0,0.0918,0.0245,0.0,0.0938,0.644,92.071,audio_features,0g1BxXBhdbhImlgjJoIGal,https://api.spotify.com/v1/tracks/0g1BxXBhdbhImlgjJoIGal,https://api.spotify.com/v1/audio-analysis/0g1BxXBhdbhImlgjJoIGal,182950,4
Move Your Feet - Radio Edit,['Junior Senior'],spotify:track:4LkpTfUAve41gMFrwrIJ3Q,0.746,0.917,9,-2.53,1,0.0848,0.0359,0.065,0.0875,0.812,118.848,audio_features,4LkpTfUAve41gMFrwrIJ3Q,https://api.spotify.com/v1/tracks/4LkpTfUAve41gMFrwrIJ3Q,https://api.spotify.com/v1/audio-analysis/4LkpTfUAve41gMFrwrIJ3Q,181560,4
Hot Patootie - Bless My Soul,['Meat Loaf'],spotify:track:0E5VCfEC70ubAAHfjRasAK,0.471,0.756,1,-9.436,1,0.0577,0.181,0.0206,0.326,0.862,162.574,audio_features,0E5VCfEC70ubAAHfjRasAK,https://api.spotify.com/v1/tracks/0E5VCfEC70ubAAHfjRasAK,https://api.spotify.com/v1/audio-analysis/0E5VCfEC70ubAAHfjRasAK,183760,4
Good as Hell,['Lizzo'],spotify:track:3Yh9lZcWyKrK9GjbhuS0hR,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,audio_features,3Yh9lZcWyKrK9GjbhuS0hR,https://api.spotify.com/v1/tracks/3Yh9lZcWyKrK9GjbhuS0hR,https://api.spotify.com/v1/audio-analysis/3Yh9lZcWyKrK9GjbhuS0hR,159736,4
GIRL LIKE ME - twocolors remix,"['Black Eyed Peas', 'Shakira', 'twocolors']",spotify:track:19tO5sNxHHJcX7CUPMVykl,0.741,0.841,7,-4.995,1,0.0942,0.109,0.0,0.138,0.443,124.025,audio_features,19tO5sNxHHJcX7CUPMVykl,https://api.spotify.com/v1/tracks/19tO5sNxHHJcX7CUPMVykl,https://api.spotify.com/v1/audio-analysis/19tO5sNxHHJcX7CUPMVykl,181935,4
Golden,['Harry Styles'],spotify:track:45S5WTQEGOB1VHr1Q4FuPl,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,audio_features,45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/tracks/45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/audio-analysis/45S5WTQEGOB1VHr1Q4FuPl,208907,4
Absolutely (Story of a Girl),['Nine Days'],spotify:track:1Rb2wHDDtNfLZwboO3UEQ4,0.504,0.948,7,-3.285,1,0.0962,0.00458,0.0,0.135,0.674,97.015,audio_features,1Rb2wHDDtNfLZwboO3UEQ4,https://api.spotify.com/v1/tracks/1Rb2wHDDtNfLZwboO3UEQ4,https://api.spotify.com/v1/audio-analysis/1Rb2wHDDtNfLZwboO3UEQ4,190759,4
MONTERO (Call Me By Your Name),['Lil Nas X'],spotify:track:32L05FkUrYfVlc0IwJ45ld,0.433,0.498,8,-6.711,0,0.207,0.263,0.0,0.339,0.69,79.434,audio_features,32L05FkUrYfVlc0IwJ45ld,https://api.spotify.com/v1/tracks/32L05FkUrYfVlc0IwJ45ld,https://api.spotify.com/v1/audio-analysis/32L05FkUrYfVlc0IwJ45ld,137876,1
When You Look At Me - Radio Edit,['Christina Milian'],spotify:track:0IspqeDVLIw46spUMhOKRL,0.955,0.839,3,-3.399,0,0.127,0.0934,0.000175,0.099,0.825,108.955,audio_features,0IspqeDVLIw46spUMhOKRL,https://api.spotify.com/v1/tracks/0IspqeDVLIw46spUMhOKRL,https://api.spotify.com/v1/audio-analysis/0IspqeDVLIw46spUMhOKRL,222547,4
Hayloft,['Mother Mother'],spotify:track:2kS6td1yvmpNgZTt1q5pQq,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,audio_features,2kS6td1yvmpNgZTt1q5pQq,https://api.spotify.com/v1/tracks/2kS6td1yvmpNgZTt1q5pQq,https://api.spotify.com/v1/audio-analysis/2kS6td1yvmpNgZTt1q5pQq,181680,4
Rollover D.J.,['Jet'],spotify:track:2JiwVS3Y1vz0vi7Ytqxwt2,0.485,0.918,0,-3.783,1,0.0524,0.000242,6.09e-06,0.107,0.643,133.575,audio_features,2JiwVS3Y1vz0vi7Ytqxwt2,https://api.spotify.com/v1/tracks/2JiwVS3Y1vz0vi7Ytqxwt2,https://api.spotify.com/v1/audio-analysis/2JiwVS3Y1vz0vi7Ytqxwt2,196600,4
Do It with Madonna,['The Androids'],spotify:track:2tGJtp5RJFrP4KQoy0Y172,0.564,0.856,0,-5.056,1,0.0772,0.00183,0.0,0.176,0.617,115.012,audio_features,2tGJtp5RJFrP4KQoy0Y172,https://api.spotify.com/v1/tracks/2tGJtp5RJFrP4KQoy0Y172,https://api.spotify.com/v1/audio-analysis/2tGJtp5RJFrP4KQoy0Y172,227760,4
More Than You Know,['Axwell /\\ Ingrosso'],spotify:track:3slBHvoQcO8HjscbP2QKk5,0.641,0.731,5,-4.96,0,0.0339,0.0306,0.0,0.258,0.505,123.048,audio_features,3slBHvoQcO8HjscbP2QKk5,https://api.spotify.com/v1/tracks/3slBHvoQcO8HjscbP2QKk5,https://api.spotify.com/v1/audio-analysis/3slBHvoQcO8HjscbP2QKk5,203000,4
Irreplaceable,['Beyoncé'],spotify:track:6wSWXEw7uITgvqkm7WgCsd,0.576,0.697,10,-4.192,1,0.326,0.0286,1.15e-06,0.167,0.501,175.906,audio_features,6wSWXEw7uITgvqkm7WgCsd,https://api.spotify.com/v1/tracks/6wSWXEw7uITgvqkm7WgCsd,https://api.spotify.com/v1/audio-analysis/6wSWXEw7uITgvqkm7WgCsd,227667,4
Waste It On Me (feat. BTS),"['Steve Aoki', 'BTS']",spotify:track:2J0X46UkpfLlWbuCXFgDLr,0.669,0.684,7,-4.595,1,0.0585,0.252,0.0,0.72,0.466,96.097,audio_features,2J0X46UkpfLlWbuCXFgDLr,https://api.spotify.com/v1/tracks/2J0X46UkpfLlWbuCXFgDLr,https://api.spotify.com/v1/audio-analysis/2J0X46UkpfLlWbuCXFgDLr,192537,4
Nothin' On You - feat. Bruno Mars,['B.o.B'],spotify:track:0AgBcWDlfNvn28JohIuG9m,0.704,0.885,10,-4.296,1,0.0542,0.468,0.0,0.0838,0.708,103.983,audio_features,0AgBcWDlfNvn28JohIuG9m,https://api.spotify.com/v1/tracks/0AgBcWDlfNvn28JohIuG9m,https://api.spotify.com/v1/audio-analysis/0AgBcWDlfNvn28JohIuG9m,269627,4
Light Surrounding You,['Evermore'],spotify:track:7kErDYaF5oZGWjvORAE0ta,0.414,0.624,3,-6.735,1,0.0296,0.207,0.0,0.134,0.165,164.018,audio_features,7kErDYaF5oZGWjvORAE0ta,https://api.spotify.com/v1/tracks/7kErDYaF5oZGWjvORAE0ta,https://api.spotify.com/v1/audio-analysis/7kErDYaF5oZGWjvORAE0ta,230760,4
2 Souls on Fire (feat. Quavo),"['Bebe Rexha', 'Quavo']",spotify:track:2dMUJy0El3BcQUy9gP9gt0,0.713,0.592,4,-4.621,0,0.0272,0.181,0.0,0.338,0.619,106.013,audio_features,2dMUJy0El3BcQUy9gP9gt0,https://api.spotify.com/v1/tracks/2dMUJy0El3BcQUy9gP9gt0,https://api.spotify.com/v1/audio-analysis/2dMUJy0El3BcQUy9gP9gt0,170297,4
Lost In Japan - Remix,"['Shawn Mendes', 'Zedd']",spotify:track:575NJxNUVDqwJGdzBrlLbv,0.706,0.855,10,-5.377,1,0.215,0.0911,0.0,0.347,0.293,107.184,audio_features,575NJxNUVDqwJGdzBrlLbv,https://api.spotify.com/v1/tracks/575NJxNUVDqwJGdzBrlLbv,https://api.spotify.com/v1/audio-analysis/575NJxNUVDqwJGdzBrlLbv,201253,4
"Hold On, We're Going Home",['Pia Mia'],spotify:track:6fhWH0doyn7cSOgjgsuLPh,0.458,0.572,6,-6.837,1,0.0969,0.154,1.4e-05,0.117,0.344,89.261,audio_features,6fhWH0doyn7cSOgjgsuLPh,https://api.spotify.com/v1/tracks/6fhWH0doyn7cSOgjgsuLPh,https://api.spotify.com/v1/audio-analysis/6fhWH0doyn7cSOgjgsuLPh,181600,4
Body,"['Loud Luxury', 'Brando']",spotify:track:2fCUI41zhGk9isZnOMfxSP,0.759,0.774,1,-4.408,1,0.0381,0.0503,4.02e-05,0.056,0.596,121.969,audio_features,2fCUI41zhGk9isZnOMfxSP,https://api.spotify.com/v1/tracks/2fCUI41zhGk9isZnOMfxSP,https://api.spotify.com/v1/audio-analysis/2fCUI41zhGk9isZnOMfxSP,163216,4
I Wanna Dance with Somebody (Who Loves Me),['Whitney Houston'],spotify:track:2k1np6GRFvKjgjYfo2g39B,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.814,audio_features,2k1np6GRFvKjgjYfo2g39B,https://api.spotify.com/v1/tracks/2k1np6GRFvKjgjYfo2g39B,https://api.spotify.com/v1/audio-analysis/2k1np6GRFvKjgjYfo2g39B,291293,4
Dancing in the Moonlight,['Toploader'],spotify:track:1FHNctV68GUNLgXclG2DtR,0.639,0.845,0,-3.333,0,0.0372,0.0528,0.0,0.336,0.871,119.48,audio_features,1FHNctV68GUNLgXclG2DtR,https://api.spotify.com/v1/tracks/1FHNctV68GUNLgXclG2DtR,https://api.spotify.com/v1/audio-analysis/1FHNctV68GUNLgXclG2DtR,233373,4
